Index,Location,Year
1259,"Amtac Certification Services, Altrincham, UK.",1996
1260,"Russell Square Quality Associates Limited, London, UK.",1997
1261,"Cardiovascular Devices Division and Department of Biochemistry, University of Ottawa Heart Institute, Ottawa, Ontario, Canada.",1997
1262,"Department of Pathology, Montefiore Medical Center and the Albert Einstein College of Medicine, Bronx, NY 10467, USA.",1997
1263,"Department of Radiology, Washington Hospital Center, Washington, DC 20010-2975, USA.",1997
1264,"Department of Radiology, Washington Hospital Center, Washington, DC 20010-2975, USA.",1997
1265,"Department of Radiology, Washington Hospital Center, Washington, DC 20010-2975, USA.",1997
1266,"Department of Neurosurgery, University of Virginia, Charlottesville, USA.",1997
1267,"Division of restorative Denistry, Dental School, Bristol, UK.",1997
1268,"Müller-Lierheim Group, Munich, Germany.",1997
1269,"BVMed, Wiesbaden, Germany.",1997
1270,"Department of Biomedical Engineering, Cleveland Clinic Foundation, Cleveland 44195, USA.",1997
1271,"University of Regensburg, Department of Operative Dentistry and Periodontology, Germany.",1997
1272,"Department of Oral Pathology, University of Birmingham, School of Dentistry, St. Chad's Queensway, UK.",1995
1273,"Abconsult, Foxrock, Dublin, Ireland.",1997
1274,"Fidia Advanced Biopolymers, Abano Terme, Italy.",1997
1275,"SGS Yarsley ICS Ltd, Weston-super-Mare, UK.",1997
1276,"University of Tübingen, Department of Otolaryngology, Germany.",1997
1277,"University of Utah College of Nursing, Salt Lake City 84112, USA.",1997
1278,"Department of Anesthesiology and Critical Care Medicine, Hadassah Hebrew University Medical Center, The Hebrew University of Jerusalem, Israel.",1997
1279,"School of Biomedical Engineering, Indian Institute of Technology, Powai, Mumbai, India.",1997
1280,"Chemical Engineering Department, Brigham Young University, Provo, UT 84602, USA.",1997
1281,"Medtronic, Inc., Minneapolis, Minnesota 55432, USA.",1997
1282,"Community Health Care Plan, New Haven, Connecticut, USA.",1997
1283,"University of Montpellier, France.",1997
1284,"LTBO (Loyal True Blue & Orange) Research Institute, Richmond Hill, Ontario, Canada.",1997
1285,"Department of Medical Physics, Princess Margaret Hospital, Swindon, Wiltshire, UK.",1997
1286,"Medical Technology and Practice Patterns Institute, WHO Collaborating Center on Health Technology Assessment, Washington, DC 20007, USA.",1997
1287,"Doctors Hospital, Columbus, Ohio, USA.",1997
1288,"Institute for Environmental Medicine, Freiburg, Germany.",1997
1289,"Johnson & Johnson Clinical Diagnostics, Inc., Rochester, NY 14650-0882, USA.",1997
1290,"Lehrstuhl für Biotechnologie, Biozentrum, Würzburg, Germany.",1997
1291,"Dept. of Molecular Pharmacology, Physiology, and Biotechnology, Brown University, Providence, RI 02912, USA.",1997
1292,"Baxter Healthcare Ltd, Compton, UK.",1997
1293,"Sligo General Hospital, Ireland.",1997
1294,"Department of Medical Microbiology, Zürich University Hospital, Switzerland.",1997
1295,"Department of Pediatrics, George Washington University, School of Medicine, Washington, DC, USA.",1997
1296,"Barnes Retina Institute, Washington University School of Medicine, St Louis, MO 63110, USA.",1997
1297,"Commission of the European Countries, Brussels, Belgium.",1997
1298,"EUROSPEC GmbH, Darmstadt, Germany.",1997
1299,"Biomedical Consulting Services, Irvine, CA, USA.",1997
1300,"Institute of Pathology, The Johannes Gutenberg University of Mainz, Germany.",1997
1301,"NatWest Securities Corporation, 18167  19N., Suite 610, Clearwater, FL, 34624, USA.",1997
1302,"Biomet, Inc., Warsaw, IN 46581, USA.",1997
1303,"DePuy International, Leeds.",1997
1304,"Department of Restorative Dentistry, Harvard School of Dental Medicine, Boston, Massachusetts, USA.",1997
1305,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, Maryland, USA.",1997
1306,"Food and Drug Administration, Rockville, Maryland, USA.",1997
1307,"Food and Drug Administration, Winchester Engineering and Analytical Center, MA 01890, USA.",1997
1308,"Livingston Research Center, University of Southern California School of Medicine, 1321 North Mission Road, Los Angeles, California, 90033, USA.",1997
1309,"Department of Medical Microbiology, Lund University, Sweden.",1997
1310,"McMaster University, Hamilton, Ontario, Canada.",1997
1311,"Health Industry Manufacturers Association, Washington, District of Columbia 20005, USA.",1997
1312,"Assembly Systems Division of Mikron SA Boudry, Switzerland.",1997
1313,"Department of Pharmacology, University of Texas Health Science Center, San Antonio 78284-6205, USA.",1997
1314,"Department of Orthopaedics, University of California, San Diego, 92103-8894, USA.",1997
1315,"Genetic Toxicology Division, Microbiological Associates, Inc., Rockville, MD 20850, USA.",1997
1316,"Gambro AB, Lund, Sweden.",1997
1317,"Gambro AB, Lund, Sweden.",1997
1318,"Gambro AB, Lund, Sweden.",1997
1319,"EchoCath Inc., Princeton, NJ.",1997
1320,"EchoCath Inc., Princeton, NJ.",1997
1321,"Saul, Ewing, Remick & Saul, Philadelphia, PA, USA.",1997
1322,"Center for Devices and Radiological Health, Food and Drug Administration, USA.",1997
1323,"Medtronic, Inc., Minneapolis, MN, USA.",1997
1324,"Arent Fox Kintner Plotkin & Kahn, Washington, , USA.",1997
1325,"Department of Infectious Biology, University of Lódź, Poland.",1997
1326,"Department of Bioengineering, Clemson University, SC 29634-0905, USA.",1997
1327,"Dept. of Orthopaedic Surgery, Louisiana State Univ. Med. Center, Shreveport, LA.",1988
1328,"Institute of Medical Ethics and Bioethics, Bratislava.",1997
1329,"Department of Anaesthesiology, St George's Hospital, London, UK.",1997
1330,"CarboMedics, Inc. Austin, Texas 78752-1793, USA.",1997
1331,"University of Missouri, Kansas City School of Law, USA.",1997
1332,"Coll. of Law, Denver Univ., CO.",1989
1333,"Denver Univ. Coll. of Law, CO.",1989
1334,"DEVTEQ Walnut Creek, California, USA.",1997
1335,"DEVTEQ, Walnut Creek, CA, USA.",1996
1336,"Furst Consulting Services, LLC, Tucson, Arizona.",1994
1337,"Shook, Hardy & Bacon LLP, Kansas City, MO, USA.",1996
1338,"Biomaterials and Medical Devices Consulting Group, Stephen D. Bruck Associates, Inc., Rockville, MD 20848.",1991
1339,"Biomaterials and Medical Devices Consulting Group, Stephen D. Bruck Associates, Inc., Rockville, MD 20851.",1989
1340,"Biomedical Materials and Medical Devices Consulting Group, Stephen D. Bruck Associates, Inc., Rockville, Maryland 20851.",1988
1341,"Computer Aided Surgery, Incorporated, NY, NY 10016, USA.",1996
1342,"Food and Drug Administration, Center for Devices and Radiological Health, Office of Device Evaluation, Rockville, MD, USA.",1996
1343,"MedSim USA, Inc, Ft. Lauderdale, Florida, USA.",1996
1344,"Miles & Epstein, Denver, CO, USA.",1996
1345,"Ohio State University, Columbus 43210, USA.",1996
1346,"Investigation and Prevention Branch, Hospital Infections Program, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA.",1996
1347,"Department of Anaesthesia, St George Hospital, Sydney,",1996
1348,"Department of Medical Engineering and Physics, King's College School of Medicine and Dentistry, London, UK.",1996
1349,"Department of Macromolecular Science, Case Western Reserve University, Cleveland, Ohio 44106, USA.",1996
1350,"New York Medical College, New York City, USA.",1996
1351,"IV Institute, Boerne, Texas, USA.",1996
1352,"United States Department of Agriculture-Agricultural Research Service, Western Regional Research Center, Albany, CA 94710, USA.",1996
1353,"USDA-ARS, Western Regional Research Center, Albany, California 94710, USA.",1995
1354,"Division of Research and Development, Sun Contact Lens Company, Ltd., Kyoto, Japan.",1996
1355,"Department of Surgery, College of Medicine, National Taiwan University, Taipei, ROC.",1996
1356,"Molecular Biology Branch, Food and Drug Administration, Rockville, MD 20857, USA.",1996
1357,"Molecular Biology Branch, Food and Drug Administration, Rockville, Maryland 20857, USA.",1996
1358,"Division of Life Sciences, Food and Drug Administration, Rockville, Maryland 20852.",1993
1359,"Molecular Biology Branch, Food and Drug Administration, Rockville, Maryland 20857.",1992
1360,"Center for Biomaterials Research, Medtronic, Inc., Minneapolis, MN 55430, USA.",1996
1361,"Medtronic, Inc., Minneapolis.",1994
1362,"Sydney Breast Cancer Institute, Royal Prince Alfred Hospital, Camperdown, NSW.",1996
1363,"Department of Critical Care, Wilford Hall Medical Center, Lackland Air Force Base, Texas, USA.",1996
1364,"Home Health Care Department of Children's Hospital Medical Center, Cincinnati, Ohio, USA.",1996
1365,"Division of Dental Infection Control and General Hospital Devices, US Food and Drug Administration, Rockville, MD 20895, USA.",1996
1366,"Food and Drug Administration, Dental Devices Branch, Rockville, MD 20850.",1992
1367,"PurePulse Technologies, Inc., San Diego, California 92123, USA.",1996
1368,"Nelson Mullins Riley & Scarborough, Columbia, SC, USA.",1996
1369,"Health Care Financing Administration, Baltimore, MD 21244-1850, USA.",1996
1370,"Hybritech Inc., San Diego, CA 92196-9006, USA.",1996
1371,"Division of Plastic and Reconstructive Surgery, University of Texas Southwestern Medical Center, Dallas, USA.",1996
1372,"US Food and Drug Administration, Rockville, Md, USA.",1996
1373,"Department of Informatics, Athens University of Economics and Business, Greece.",1996
1374,"Informatics Laboratory, Faculty of Technology, Aristotelian University of Thessaloniki, Greece.",1995
1375,"Department of Informatics, University of Piraeus, Greece.",1995
1376,"Department of Informatics, Athens University of Economics and Business, Greece.",1995
1377,"Disability Equipment Assessment Centre, Southampton General Hospital, UK.",1996
1378,"Henry Ford Hospital Sleep Center, Detroit, Michigan, USA.",1996
1379,"Cardio Tech International, Inc., Woburn, MA 01801, USA.",1996
1380,"PolyMedica Industries, Inc., Woburn, MA 01801.",1992
1381,"PolyMedica Industries, Inc., Woburn, MA 01801.",1991
1382,"Research Thermedics, Inc., Woburn, MA 01888.",1988
1383,"Department of Surgery, University Hospital Utrecht, The Netherlands.",1996
1384,"SGS Yarsley International Certification Services, Weston-super-Mare, UK.",1996
1385,"American Society for Healthcare Engineering, Chicago, IL, USA.",1996
1386,American Hospital Association.,1994
1387,"Department of Internal Medicine, Universitätsklinikum Benjamin Franklin, Berlin, Germany.",1996
1388,"Division of Infectious and Tropical Diseases, H. Lee Moffitt Cancer Center & Research Institute, University of South Florida, Tampa 33612, USA.",1996
1389,"Penn State University, M. S. Hershey Medical Center, Hershey, USA.",1996
1390,"Guthrie Research Institute, Sayre, Pennsylvania, USA.",1996
1391,"Cardiologist, St John of God Medeical Clinic, Murdoch, WA, USA.",1996
1392,"Swiss National Center for Retroviruses, University of Zurich, Gloriastrasse 30, CH-8028 Zurich, Switzerland.",1996
1393,"Biomedical Engineering Department, Texas Children's Hospital, Houston, USA.",1996
1394,"Department of ENT, Sahlgrenska University Hospital, Göteborg, Sweden.",1996
1395,"ENT Department, Sahlgren's Hospital, University of Göteborg, Sweden.",1994
1396,"Department of Public Health, Cornell University Medical College, New York, NY 10021, USA.",1996
1397,"Department of Ultrastructures, Istituto Superiore di Sanitá, Rome, Italy.",1996
1398,"Amphioxus, Inc, Houston, TX, USA.",1996
1399,"Hepatix Incorporated, Houston, Texas 77082.",1994
1400,"School of Occupational Therapy, University of Southampton.",1996
1401,"Division of Biostatistics, Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD 20850, USA.",1996
1402,"Wakefield Hospital, Adelaide, South Australia.",1996
1403,"Department of Nuclear Medicine, National Institutes of Health, Bethesda, MD 20892-1180, USA.",1996
1404,"Rexam Medical Packaging, Bristol, UK.",1996
1405,"Division of Genetics, Long Island College Hospital-SUNY Health Science Center at Brooklyn 11201, USA.",1996
1406,"Center for Devices and Radiological Health, United States Food and Drug Administration, Rockville, Maryland 20850, USA.",1996
1407,"SF Medical Ltd., Woodsbots Meadow, Watford, UK.",1996
1408,"Sash Pearson Research, Nant yr Hafod, Llandegla UK.",1996
1409,"LipoMatrix, Inc., Neuchatel, Switzerland.",1996
1410,"Biomet Inc., Airport Industrial Park,  Box 587, Warsaw, IN 46580, USA.",1996
1411,"Health Industry Manufacturers Association, USA.",1996
1412,"Department of Technology and Regulatory Affairs, Health Industry Manufacturers Association, Washington, DC 20005-3814, USA.",1995
1413,"Hyman, Phelps & McNamara, , Washington, , USA.",1996
1414,"Hogan & Hartson, Washington, , USA.",1996
1415,"Food and Drug Administration, USA.",1996
1416,"AAMI/NIH Cardiovascular Science and Technology Conference, Rockville, Maryland.",1994
1417,"Jones, Day, Revis & Pogue, Cleveland, Ohio, USA.",1996
1418,"Lewin Group, Fairfax, Virginia, USA.",1996
1419,"Institute for Biomedical Equipment Evaluation and Services, Sheffield, UK.",1996
1420,"United States Food and Drug Administration, Rockville, MD 20855, USA.",1996
1421,"Medical Devices Agency, London.",1996
1422,"Dipartimento di Fisica, Università di Messina, Italy.",1996
1423,"Biomedical Engineering Institute, Biomechanics/Biomaterials Research Group, Ecole Polytechnique de Montréal, Quebec, Canada.",1996
1424,"Department of Medical Informatics, Justus-Liebig-Universität Giessen, Germany.",1996
1425,"Physikalisch-Technische Bundesanstalt, Institut Berlin, Dienststelle Charlottenburg.",1996
1426,"Department of Pharmaceutics and Pharmaceutical Chemistry, University of Utah, Salt Lake City 84112, USA.",1996
1427,"Division of Application Review and Policy, Food and Drug Administration, Rockville, MD 20852, USA.",1996
1428,"MicroAssays of Vermont, Incorporated, Montpelier, USA.",1996
1429,"Food and Drug Administration, Center for Devices and Radiological Health, Rockville, Maryland 20857, USA.",1996
1430,"Unit of Infectious Diseases, Chaim Sheba Medical Center, Tel Aviv University, Sackler School of Medicine, Israel.",1996
1431,"Technology and Regulatory Affairs, Health Industry Manufacturers Association, Washington, District of Columbia 20005, USA.",1996
1432,"Department of Orthopaedic Surgery, Jefferson Medical College, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.",1995
1433,"INBIT, Patras, Greece.",1995
1434,"Medical Devices Agency, London, UK.",1995
1435,"ECRI, Plymouth Meeting, PA 19462-1298, USA.",1995
1436,"Norwegian Board of Health, Oslo, Norway.",1995
1437,"ECRI, Plymouth Meeting, PA 19462-1298, USA.",1995
1438,"Therapeutic Devices Branch, Therapeutic Goods Administration, Woden, Australia.",1995
1439,"European Commission DG III/D2, Brussels, Belgium.",1995
1440,"European Commission, DGIII , Brussels, Belgium.",1995
1441,"German Institute for Medical Documentation and Information (DIMDI) Köln, Germany.",1995
1442,"Federal Ministry of Health & Consumer Protection, Vienna, Austria.",1995
1443,"Spanish Ministry of Health, Madrid, Spain.",1995
1444,"Department of Health, IRL-Dublin, Ireland.",1995
1445,"Centre Technologique, Neuchàtel, Switzerland.",1995
1446,"Ensyma SA, Centre Technologique, Neuchâtel, Switzerland.",1995
1447,"Southmead Hospital, Bristol, UK.",1995
1448,"St. George's House, Huntingdon, Cambridge, UK.",1995
1449,Institut für Medizinische Mikrobiologie und Hygiene der Universität zu Köln.,1995
1450,"Institute of Medical Microbiology and Hygiene, University of Cologne, Germany.",1993
1451,"Institute of Medical Microbiology and Hygiene, University of Cologne, FRG.",1991
1452,Klinik und Poliklinik für Nuklearmedizin der Universität zu Köln.,1995
1453,"Department of Epidemiology, Dow Corning Corporation, Midland, MI 48686-0994, USA.",1995
1454,"Dow Corning Corporation, Midland, Michigan 48686-0994.",1994
1455,"Coastal Correctional Health Care, Incorporated, Durham, North Carolina, USA.",1995
1456,"Division of Physical Medicine and Rehabilitation, Faculty of Medicine, Dalhousie University, Halifax, NS.",1995
1457,"Strategic Healthcare Alternatives, San Clemente, Calif, USA.",1995
1458,"University of California Davis Medical Center, Sacramento, CA 95817, USA.",1995
1459,"Center for Education and Research on Macromolecules (CERM), University of Liège, Belgium.",1995
1460,"Department of Medicine, Medical School, University of Newcastle upon Tyne,",1995
1461,"Medtronic, Inc., Minneapolis, MN 55432-3576, USA.",1995
1462,"Department of Medicine, University of Washington, Seattle, USA.",1995
1463,"Department of Medicine, University of Washington, Seattle.",1990
1464,"Danish Medical Devices Certification, Hellerup, Denmark.",1995
1465,"Department of Orthopedics, The University of Texas Health Science Center, San Antonio, Texas 78284-7774.",1995
1466,"Department of Surgery, Creighton University, Omaha, NE 68131, USA.",1995
1467,"Department of Pediatrics, Dalhousie University, Halifax, Nova Scotia.",1995
1468,"Olympus Optical Company, Hamburg, Germany.",1995
1469,"Department of Ecology, University of Georgia, Athens 30602, USA.",1995
1470,"Medical Technology Consultants Europe Ltd., United Kingdom.",1995
1471,"Jeanne B. Blumenthal & Assoc., Chesterton, IN, USA.",1995
1472,"Sash Pearson Research, Llandegla, Clwyd, UK.",1995
1473,"Lynne Sash Pearson Research, Llandegla, Clwyd, UK.",1994
1474,"Market Research Manager, Advanstar Communications, Chester, UK.",1993
1475,"Aster Publishing Corporation, Chester, UK.",1992
1476,"Cardiovascular Division of Biocompatibles Ltd., Uxbridge, UK.",1995
1477,"Ohio State University Hospitals, USA.",1995
1478,"Department of Dental Specialties, Mayo Clinic, Rochester, Minn, USA.",1995
1479,"Aeromedical Services, Methodist Hospital, Houston, TX 77030, USA.",1995
1480,"Center for Devices and Radiological Health,  Food and Drug Administration, Rockville, Maryland 20852.",1995
1481,"Department of Bioengineering, Hospital for Joint Diseases, New York, New York 10003.",1995
1482,"Department of Surgery, University of Virginia Health Sciences Center, Charlottesville, USA.",1995
1483,"Sheffield Institute of Biotechnological Law and Ethics, University of Sheffield, United Kingdom.",1995
1484,"Research Center of Health, Physical Fitness and Sports, Nagoya University, Aichi, Japan.",1995
1485,"Department of Surgery, Cornell University Medical College, New York, NY, USA.",1995
1486,"Department of Pathology, University of Medicine and Dentistry of New Jersey-Robert Wood Johnson Medical School, Piscataway, USA.",1995
1487,"Meadox Medicals, Inc. Oakland, NJ, USA.",1995
1488,"Support Engineering of Ohmeda Medical Systems Division in Madison, WI, USA.",1995
1489,"Sree Chitra Tirunal Institute for Medical Sciences and Technology Polymer Division, Poojappura, Trivandrum, India.",1995
1490,"National Institute of Health Sciences, Department of Medical Devices, Tokyo, Japan.",1995
1491,"National Institute of Hygienic Sciences, Department of Medical Devices, Tokyo, Japan.",1991
1492,"National Institute of Hygienic Sciences, Department of Medical Devices, Tokyo, Japan.",1989
1493,"Department of Cardiology, Cleveland Clinic Foundation, Ohio, USA.",1995
1494,"Abbott Quality Institute, Abbott Laboratories, Chicago, Illinois, USA.",1995
1495,"Centre for Infection and Biomaterials Research, Toronto Hospital, Ontario, Canada.",1995
1496,"Inveresk Clinical Research Ltd., Edinburgh, UK.",1995
1497,"CarboMedics, Inc., Austin, Texas 78752, USA.",1995
1498,"Department of Surgery, Laval University, Quebec City, Canada.",1995
1499,"AIG Consultants, Inc., Gainesville, FL, USA.",1995
1500,"ISOMEDIX Inc., Whippany, NJ 07861, USA.",1995
1501,"Toxicology Branch, National Institute of Environmental Health Sciences, Research Triangle Park, NC 27709, USA.",1995
1502,"Division of Infectious Diseases, LDS Hospital, Salt Lake City, Utah 84143, USA.",1995
1503,"Section of Infectious Diseases, University of Tennessee, Memphis, USA.",1995
1504,"NHS Management Executive, Security and Data Protection Program, UK.",1995
1505,"Washington Hospital Center, Washington, DC 20010, USA.",1995
1506,"House Ear Institute, Los Angeles, CA 90057, USA.",1995
1507,"Division of Cardiovascular and Thoracic Surgery, University of British Columbia, Vancouver, Canada.",1995
1508,"Calgon Vestal Laboratories, St Louis, MO 63166, USA.",1995
1509,"Dept. of Anaesthesiology and Intensive Care Medicine, Federal Armed Forces Medical Center, Ulm, Germany.",1995
1510,"Department of Medicine, Medical College of Georgia, Augusta, USA.",1995
1511,"Division of Medical Devices, National Institute of Health Sciences, Tokyo, Japan.",1995
1512,"B. Braun Melsungen AG, D-Melsungen.",1995
1513,"B. Braun Melsungen AG, Federal Republic of Germany.",1990
1514,"Food and Drug Administration, USA.",1995
1515,"Aronoff Associates, New York, NY 10022, USA.",1995
1516,"BOC Group Inc., Murray Hill, NJ 07974, USA.",1995
1517,"3rd Medical Department and Department of Biophysics, 1st Medical Faculty, Charles University, Prague 2, Kateinsk 32, Czech Republic.",1995
1518,"School of Social Work, University of Maryland, Baltimore 21201, USA.",1995
1519,"Assobiomedica, Milan, Italy.",1995
1520,"Second Department of Internal Medicine, Nagasaki University School of Medicine, Japan.",1995
1521,"Office of Surveillance and Biometrics, Food and Drug Administration, Rockville, MD 20850.",1995
1522,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, Maryland 20850, USA.",1995
1523,"Chemical Engineering Department, Hacettepe University, Ankara, Turkey.",1995
1524,"Institute of Microbiology, University Medical School, Pécs, Hungary.",1995
1525,"Institute of Microbiology, University Medical School, Pécs, Hungary.",1995
1526,"Rocket of London, Washington, Tyne and Wear, UK.",1994
1527,"High Plains Baptist Hospital, Amarillo, TX 79106.",1992
1528,Ottawa General Hospital.,1994
1529,"Clinical Investigation Directorate, Wilford Hall Medical Center/RDL, Lackland AFB, TX 78236-5319, USA.",1994
1530,"Centre for AIDS Studies, Montreal General Hospital, Canada.",1994
1531,"Texas A&M University, Bioengineering Program, College Station 77843.",1994
1532,"Texas AandM Univ., College Station, TX.",1989
1533,"Institut für Diabetes Gerhardt Katsch, Ernst-Moritz-Arndt-Universität Greifswald, Karlsburg, Germany.",1994
1534,"Research Institute of Diabetes, University of Greifswald, Karlsburg, Germany.",1994
1535,"Blood Center Training Systems, St. Paul, Minnesota.",1994
1536,"Department of Medicine, University of Newcastle, New South Wales, Australia.",1994
1537,"Department of Medicine, Bowman Gray School of Medicine, Winston-Salem, NC 27157-1042.",1994
1538,"Thomas Jefferson University Hospital, Department of Biomedical Instrumentation, Philadelphia, PA 19107.",1994
1539,"Center for Biofilm Engineering, Montana State University, Bozeman 59717.",1994
1540,"Lazzaro Spallanzani Hospital for Infectious Diseases, Rome, Italy.",1994
1541,"Johnson Matthey Technology Centre, Blount's Court, Sonning Common, Reading RG4 9NH, UK.",1994
1542,"Division of Allergy and Immunology, University of South Florida College of Medicine.",1994
1543,"Baylor College of Medicine, Houston, TX 77030.",1994
1544,"Washington Department of Ecology, Bellevue, WA.",1994
1545,"Department of Biological Sciences, The University of Calgary, Calgary, Alta., Canada T2N 1N4.",1994
1546,"Biocompatible International Plc., Uxbridge, Middlesex, United Kingdom.",1994
1547,"CellPro Europe, Wezembeek-Oppem, Belgium.",1994
1548,"EUROSPEC Institute of Equipment Safety, Darmstadt, FRG.",1994
1549,"Boehringer Mannheim, Monza, Italy.",1994
1550,"Director, Surgical Materials Testing Laboratory.",1994
1551,"HIV Infections Branch, Centers for Disease Control and Prevention, Atlanta, Georgia.",1994
1552,"Hospital Infections Program, Centers for Disease Control, Atlanta, GA 30333.",1991
1553,"School of Dentistry, University of Geneva, Switzerland.",1994
1554,"University of Kansas School of Medicine, Wichita.",1994
1555,"Health Canada, Ottawa, Ontario.",1994
1556,"Molecular Biology Branch, Food and Drug Administration, Rockville, Maryland 20857.",1994
1557,"Seton Healthcare Group plc, Oldham, UK.",1994
1558,"Nordion International Inc., Kanata, Ontario, Canada.",1994
1559,"Nordion International Inc., Kanata, Ontario, Canada.",1993
1560,University of Minnesota Medical School.,1994
1561,"Cardiovascular Devices Division, University of Ottawa Heart Institute, Ontario, Canada.",1994
1562,"Cardiovascular Devices Division, University of Ottawa Heart Institute, Ontario, Canada.",1994
1563,"Cardiovascular Devices Division, University of Ottawa Heart Institute, Ontario, Canada.",1993
1564,"Devices and Technology Branch, National Heart, Lung and Blood Institute, Bethesda, MD 20892.",1994
1565,"Advanced Medical Regulatory Compliance, Dana Point, CA.",1994
1566,"Southern Illinois University School of Law, Carbondale 62901.",1994
1567,"National Institute of Environmental Health Sciences, Research Triangle Park, North Carolina 27709.",1994
1568,"BioMedical Technology Center/Thorax Center, University Hospital Groningen, The Netherlands.",1994
1569,"AESCULAP AG, Tuttlingen, FRG.",1994
1570,"SCOLL, Epsom, Surrey, UK.",1994
1571,"MED+EQUIP Services, San Ramon, CA 94583.",1994
1572,"Division of Pediatric Nephrology, Loma Linda University School of Medicine, CA.",1994
1573,"Institute of Toxicology, University of Mainz, Germany.",1994
1574,"Baxter Heathcare Corporation, Baxter Technology Park, Round Lake, IL 60073.",1994
1575,"Department of Microbiology, James H. Quillen College of Medicine, East Tennessee State University, Johnson City 37614.",1994
1576,"World Hypertension League, Geneva, Switzerland.",1994
1577,"University of Texas Southwestern Medical Center, Dallas.",1994
1578,"Department of Anesthesiology and Pain Management, University of Texas Southwestern Medical Center, Dallas 75235-9068.",1993
1579,"Hewlett-Packard Company, Waltham, MA.",1990
1580,"Cordis Corporation, Miami, FL 33102.",1994
1581,"Health Care Technology Institute in Alexandria, VA.",1994
1582,"Scandinavian Institute of Dental Materials, Haslum, Norway.",1994
1583,"NIOM, Scandinavian Institute of Dental Materials, Haslum, Norway.",1993
1584,"Fachhochschule Ostfriesland, Emden, Germany.",1994
1585,"Department of Pediatrics, University of Rochester, School of Medicine and Dentistry, NY, USA.",1994
1586,"Department of Health, St. George's Hospital Medical School, London, United Kingdom.",1993
1587,"Department of Biomedical Engineering, Duke University, Durham, NC 27708-0295.",1993
1588,"ENT Department, P. and A. Kyriakou Children's Hospital, Athens, Greece.",1993
1589,"Hillenbrand Biomedical Engineering Center, Purdue University, IN 47907-1293.",1993
1590,"Department of Clinical Research, SmartPractice, Phoenix, Arizona 85008.",1993
1591,"Section of Cardiovascular and Thoracic Surgery, University of Arizona Health Sciences Center, Tucson 85724.",1993
1592,"Department of Ophthalmology, Escola Paulista de Medicina, São Paulo Hospital, Brazil.",1993
1593,"Center for Food Safety and Applied Nutrition, Food and Drug Administration, Washington, DC.",1993
1594,"Options Medical, Inc., Gurnee, IL 60031.",1993
1595,"The Design Council, London, UK.",1993
1596,"Piper Jaffray, Minneapolis, Minnesota 55402.",1993
1597,"Davis & Geck Division, American Cyanamid, Wayne, New Jersey.",1993
1598,"Clinical Engineering Department, Royal Liverpool University Hospital, UK.",1993
1599,"Department of Surgery, UMD-New Jersey Medical School, Newark.",1993
1600,"Department of Surgery, Wellington School of Medicine, New Zealand.",1993
1601,"Department of Biomedical Engineering, Hadassah University Hospital, Jerusalem, Israel.",1993
1602,"Department of Anaesthesia, McGill University, Montreal, Quebec.",1993
1603,"Division of Clinical Services and Technology, American Hospital Association.",1991
1604,"Department of Pathology, Texas Children's Hospital, Houston 77030.",1993
1605,"Alder & Associates, Palatine, IL.",1993
1606,"Perkins Coie, Seattle.",1993
1607,"North Carolina Health Care Facilities Association, Raleigh.",1993
1608,"Huddinge Hospital, Stockholm, Sweden.",1993
1609,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD 20857.",1993
1610,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD 20852.",1991
1611,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD 20852.",1990
1612,"Epidemiology Branch, Food and Drug Administration, Rockville, MD.",1990
1613,"Epidemiology Branch, Food and Drug Administration, Rockville, MD 20857.",1993
1614,"Center for Devices and Radiological Health, United States Food and Drug Administration, Rockville, Maryland 20857.",1992
1615,"Center for Devices and Radiological Health, United States Food and Drug Administration, Rockville, MD 20857.",1991
1616,"Biomedical Engineering Program, University of Texas Southwestern Medical Center at Dallas 75235-9031.",1993
1617,"Department of Surgery, University of Texas Southwestern Medical Center, Dallas 75235.",1990
1618,"Department of Surgery, University of Texas Southwestern Medical Center, Dallas 75235.",1988
1619,"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine, Johns Hopkins Hospital, Baltimore, Maryland 21287.",1993
1620,"Department of Surgery, University of Wisconsin, Madison.",1993
1621,"Centre d'Allergie, Hopital Rothschild, Paris, France.",1993
1622,"Department of Medicine, Oregon Health Sciences University, Portland 97201-3098.",1993
1623,"AEA Industrial Technology, Culham Laboratory, Abingdon, UK.",1993
1624,"International Atomic Energy Agency, Vienna, Austria.",1993
1625,"Infectious Disease Department, Archet Hospital, Nice, France.",1993
1626,"Department of Pathology, Deaconess Hospital, Boston, MA 02215.",1993
1627,"Section of Hypertension and Vascular Diseases, University of Connecticut School of Medicine, Farmington 06032-3940.",1993
1628,"Getinge AB, Sweden.",1993
1629,"University Hospital, Stony Brook, NY 11794.",1993
1630,"IVAC Corporation, San Diego, CA.",1993
1631,"Department of Internal Medicine, University of Iowa College of Medicine, Iowa City 52242.",1993
